Text,Entities
"KidEx mission is to provide exposure to young kids with all the activities that can help them lead happy and successful lives. We will be your partner in helping the kid explore a plethora of activities, and should they choose to pursue them seriously, we will help them master it.","[('KidEx', 'ORGANIZATION')]"
"Get online with Website Builder! Create a free 2-page website to go with your new domain. Start now for free, no credit card required!","[('2-page', 'QUANTITY')]"
Outdoor-Based Training System,[]
"Visit UNGUENTARII™ for 100% Pure Essential Oils and exquisitely hand-crafted, all-natural aromatic products: Candles, Incense, Scrubs, Lotions, Soaps, and more!","[('UNGUENTARII™', 'ORGANIZATION'), ('100%', 'QUANTITY'), ('all-natural', 'QUANTITY')]"
"Infinite Elements is a world wide conscious festival that creates model sustainable communities in rural areas in a new location around the world each year.
They provide educational programs for the surrounding towns, 5-7 exotic eco home models that guests can stay in, an orphan guardian program
","[('Infinite Elements', 'EVENT'), ('each year', 'QUANTITY'), ('5-7 exotic eco home models', 'QUANTITY')]"
"SVS | Top Consultant - Admission and Recruitment Partner for teaching jobs, IT jobs and Non-IT jobs for India and Abroad Location. We are Leading Educational admission consultant in Boarding Schools, Colleges and Universities of India and Abroad for all courses such as MBBS, MD, MBA and so on.","[('India', 'LOCATION'), ('India', 'LOCATION'), ('Abroad', 'ORGANIZATION')]"
We’re an Australian owned company that’s leading the way in the design and manufacture of quality electrical wiring harnesses and assemblies.,"[('Australian', 'OTHER')]"
Geobird is a location based platform that aims to help people discover the world in a new way.,"[('Geobird', 'TITLE')]"
"Construction and Excavation Company,<meta name=""google-site-verification"" content=""pre10JplIElj3CRtEKThamn9WkLl8ZcRBsej3Ptr5FU"" />","[('Excavation', 'ORGANIZATION'), ('google', 'TITLE')]"
Equity fund solutions and  financial advisory services. A merchant bank catering to public and private middle market companies. Learn more.,[]
"Deals in Steel Fabrication, Mechanical Services, Auto Parts, Industrial Parts & Equipments, Pipe Fittings Flanges, Threaded flange. We are suppling wide range of Lap-Joint flange, Stainless Steel Flanges, Slip-On flange, API Flange, Back-Up Flange, Blind flange.",[]
Organisational Development Consultancy and I/O Psychology Practice,"[('I/O Psychology Practice', 'ORGANIZATION')]"
Our goal is to establish a loyal and enthusiastic community of followers around businesses through the use of social media and digital media management.,[]
"GlobalChange tracks loans to nonprofits as cryptocoins, so people can store value and make financial transactions without banks","[('GlobalChange', 'ORGANIZATION')]"
Human Protein Reference Database,[]
"Acno Tech is a reliable innovative and professional website design & development company in Kolkata, India. Call here: +918961929173 (24x7). Aim provide quality web solutions. We also offer domain registration, web hosting, bulk SMS service, Mobile apps development","[('Acno Tech', 'ORGANIZATION'), ('Kolkata, India', 'LOCATION'), ('+918961929173', 'OTHER')]"
"DC Wedding pros come to you! Wedding hair and airbrush makeup application on location serving DC, Maryland and Virginia. Destination weddings upon request.","[('DC', 'LOCATION'), ('DC', 'LOCATION'), ('Maryland', 'LOCATION'), ('Virginia', 'LOCATION')]"
EcoGreen Landscaping provides you with expert advice and transparency in our landscape design and maintenance programs specifically tailored to fit your budget.,"[('EcoGreen Landscaping', 'ORGANIZATION')]"
The owner of this domain has not yet uploaded their website.,[]
Welcome to the home of Minuteman Automation Systems and Empire Automation Systems - premiere distributors of industrial automation components.,"[('Minuteman Automation Systems', 'ORGANIZATION'), ('Empire Automation Systems', 'ORGANIZATION')]"
"Globe Textiles - one the Top Textile Company in India - Manufacturers and Exporters of Fabrics, Denim,  Home Textiles, Yarn,  Cotton for Mens & Women's","[('Globe Textiles', 'ORGANIZATION'), ('India', 'LOCATION')]"
"MGPlabel is Singapore's leading apparel store. Work Wear, Bridesmaid Dresses, Casual Midi Skirt. Maxi Dresses, Party Outfits. Secured Card Payment.","[('MGPlabel', 'ORGANIZATION'), ('Singapore', 'LOCATION')]"
"Christopher Lutterodt-Quarcoo (CL-Q) Founder of Unmaterialised™ | Director 
of THE ADV_™.","[('Christopher Lutterodt-Quarcoo', 'PERSON'), ('Unmaterialised™', 'ORGANIZATION'), ('THE ADV_™', 'ORGANIZATION')]"
Docklands Acupuncture and Energy Healing Clinic. Licensed and Experienced Practitioners. Health Rebates Available. Book Consultation Online or Call Now.,"[('Docklands Acupuncture', 'ORGANIZATION'), ('Energy Healing Clinic', 'ORGANIZATION')]"
"Profan offers efficient ventilation solutions & installation services for installing BIG FANS - MacroAir HVLS Fans, Pacific HVAC, FanTech & Odor Out Fans.","[('Profan', 'ORGANIZATION'), ('BIG', 'OTHER'), ('FANS', 'ORGANIZATION'), ('MacroAir', 'COMMERCIAL_ITEM'), ('HVLS Fans', 'COMMERCIAL_ITEM'), ('Pacific HVAC', 'ORGANIZATION'), ('FanTech', 'ORGANIZATION'), ('Odor Out Fans', 'COMMERCIAL_ITEM')]"
Gamila Cuisine is a Moroccan Fusion Food Cart,"[('Gamila Cuisine', 'ORGANIZATION'), ('Moroccan', 'OTHER')]"
For the best in Water Filtration Air Purification and EMF & EMR and negative energies protection.,"[('EMF', 'OTHER'), ('EMR', 'OTHER')]"
"Our independent research, ratings, and tools are helping people across the investing ecosystem write their own financial futures.",[]
A Modern Family Club helping to make life easier for parents and more fun for kids. Now accepting new member applications.,"[('Modern Family Club', 'ORGANIZATION')]"
Beaubo is a luxury sunglasses and accessories boutique showcasing the finest assortment of fashion sunglasses for women.,"[('Beaubo', 'ORGANIZATION')]"
Fight climate change with Britain’s greenest energy supplier. Switch to Ecotricity’s renewable green electricity and gas for your home or business.,"[('Britain', 'LOCATION'), ('Ecotricity', 'ORGANIZATION')]"
"Offers stratigic​ Branding, Online Marketing, Social Meid​a​, Media Planning, Public Relations, Content Marketing, Event Planning, Tourism marketing​",[]
"Negtive Black - Photography, Video, 3D, Motion Graphics, Design, 3D Archviz, ","[('Negtive', 'ORGANIZATION')]"
Apply for the best management programmes with confirmed pre-placement at FABS Education. We are the best employment oriented Management Institute in Mumbai.,"[('FABS Education', 'ORGANIZATION'), ('Mumbai', 'LOCATION')]"
Malaysia's premier security firm providing a variety of needs and a comprehensive security solution that meets the needs and aspirations of the both the government and the private sector.,"[('Malaysia', 'LOCATION'), ('a variety', 'QUANTITY')]"
"Arthur D. Little is a management consultancy that links strategy, innovation and technology to ensure success for our clients.","[('Arthur D. Little', 'ORGANIZATION')]"
"asiafinediamonds.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, asiafinediamonds.com has it all. We hope you find what you are searching for!","[('asiafinediamonds.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('asiafinediamonds.com', 'OTHER')]"
"LATA is the authoritative voice in Latin American Travel. Find inspiration, holiday ideas and travel advice from specialists in the region.","[('LATA', 'ORGANIZATION'), ('Latin American', 'OTHER')]"
VRM Biologik provides leading solutions to soil restoration through harnessing natural processes.,"[('VRM Biologik', 'ORGANIZATION')]"
"Classes, Courses & Exclusive Deals in Dublin","[('Dublin', 'LOCATION')]"
New Hotel Lido di Jesolo - 3-star hotel with swimming pool just 50m from the sea and 45km from Venice.,"[('New Hotel Lido di Jesolo', 'ORGANIZATION'), ('3-star', 'QUANTITY'), ('50m', 'QUANTITY'), ('45km', 'QUANTITY'), ('Venice', 'LOCATION')]"
"UK.COM is the UK's preferred domain extension, offering excellent names together with high global and local visibility. Give your business the benefit of a UK.COM domain name.","[('UK.COM', 'TITLE'), ('UK', 'LOCATION'), ('UK.COM', 'ORGANIZATION')]"
"Therapy, Home Health, TeleHealth, Outpatient Therapy, Staffing Services, Physical Therapy, Occupational Therapy, Speech Therapy, Social Work. Mental Health and Counseling Services.",[]
ESP Capital is an Early stage Venture Fund with the mission to support tech startup companies in Vietnam and Southeast Asia. We aim to invest in companies that can create profound impact to improve life qualities,"[('ESP Capital', 'ORGANIZATION'), ('Vietnam', 'LOCATION'), ('Southeast Asia', 'LOCATION')]"
DigiTrans offers a unified integration platform for logistics data. It integrates with your existing software and pushes aggregated data back to your users.,"[('DigiTrans', 'ORGANIZATION')]"
"Recron Malaysia offers a wide range of medical products like PPE medical kit, medical protective jumpsuit, surgical gown & hood, medical isolation suit & water repellent fabric along with polyester, fibers & yarns.","[('Recron Malaysia', 'ORGANIZATION')]"
iGMS is vacation rental software that helps property managers and Airbnb hosts to automate their short-term rental business. Start a free 14-day trial.,"[('iGMS', 'TITLE'), ('Airbnb', 'ORGANIZATION'), ('14-day', 'QUANTITY')]"
"Paragon Wellness Anxiety Stress Management Depression Sedentary lifestyle 
Mood disorders Addiction Traumatic Events/Post-Traumatic Stress Mild 
traumatic brain injury Phobias Physical fitness Nutrition Ken Knight 
Therapy Covington Louisiana","[('Ken Knight', 'PERSON'), ('Covington Louisiana', 'LOCATION')]"
"Epic Seats buys and sells tickets for concerts, sporting and theater events nationwide.  ","[('Epic Seats', 'ORGANIZATION')]"
"Need help finding your next rental home?  We are proud to serve tenants like you in and around San Fernando, CA.","[('San Fernando, CA.', 'LOCATION')]"
We are a high-quality international education group specialising in university pathways & English language teaching in the US and UK. Learn more here.,"[('English', 'OTHER'), ('US', 'LOCATION'), ('UK', 'LOCATION')]"
Use Exit Intent Technology to reach your customers before they have left your website! Use Web Push Notifications to bring customers back on your website! Send instant alerts about any special offers! Increase conversion rates and decrease cart abandonment!,[]
"Directory of Outsourcing, BPO and Call Center Companies in the Philippines. Find an outsourcing partner that best fits your business' needs!","[('Philippines', 'LOCATION')]"
"Our Pledge:
To provide our clients with a 24 hour service promise warranty We offer multi-line trained commercial housekeeping and mold, fungi, bacteria, and virus removal services in the Myrtle Beach Area. 

IAQ ASSESSMENTS THAT MONITOR SANITIZING | DISINFECTING | AIR VENTILATION | AIR PURIFICATION | AIR FILTRATION WORK | SANITIZE GROUT| CARPET | TILE | FLOORS | GREEN SAFE FOGGER | OSHA & NIOSH COMPLIANT ELECTROSTATIC SPRAY","[('24 hour', 'QUANTITY'), ('Myrtle Beach', 'LOCATION'), ('IAQ', 'ORGANIZATION'), ('OSHA &', 'ORGANIZATION'), ('NIOSH', 'ORGANIZATION')]"
936-597-8922 - Friendly staff. Hardware store. Home repair supplies. Plumbing supplies. Electrical supplies. Fasteners. Feed. Culverts. Railroad ties.,"[('936-597-8922', 'OTHER')]"
